mean_q,mean_r,mean_s,stdev_q,stdev_r,stdev_s,qrs_interval,rr_interval,rq_amplitude,qrs_interval.1,person
-1.0366587982095086,0.7121060043435992,0.16557686683271833,0.05436989485405031,0.0030552558446044764,0.010267805502606614,75.63025210084034,1036.4145658263303,1.748764802553108,75.63025210084034,drive12
-1.09266393157001,0.7130064088094357,0.16678801370156232,0.025489932074469927,0.008049200801925893,0.009910960755267541,75.63025210084034,1025.2100840336134,1.8056703403794456,75.63025210084034,drive12
-0.9738227734105416,0.7137727636010263,0.1470376040450767,0.00600318240182396,0.009018153309639955,0.0022601400665068355,75.63025210084034,1114.84593837535,1.6875955370115678,75.63025210084034,drive12
-1.1429259756943777,0.7165031222413436,0.19878103961182525,0.2140975559434734,0.0072430720749808155,0.061738101364547285,75.63025210084034,1014.0056022408963,1.8594290979357213,75.63025210084034,drive12
-1.1043838778571902,0.7348646758579678,0.20400724716514226,0.08028977191214448,0.02175595539872205,0.039627542680526914,75.63025210084034,997.1988795518207,1.8392485537151575,75.63025210084034,drive12
-1.0296779130681784,0.718225495664572,0.1624195309955196,0.13142463257315762,0.021727778218767868,0.04745233729888232,75.63025210084034,983.1932773109244,1.7479034087327503,75.63025210084034,drive12
-0.9638728889913548,0.7327859926924365,0.1586177548471195,0.1982472896896869,0.021099840625083355,0.06278659611796499,75.63025210084034,943.9775910364143,1.6966588816837913,75.63025210084034,drive12
-1.0155477419341492,0.7268512641049685,0.15798037275643073,0.047617435437827815,0.007869424117032786,0.0224571182850304,75.63025210084034,994.3977591036413,1.7423990060391177,75.63025210084034,drive12
0.13425064469722012,1.6113419834190097,-1.3268429531323778,0.0,0.0,0.0,67.22689075630251,,1.4770913387217897,67.22689075630251,drive12
-1.0458671333336211,0.7164860019725279,0.16914773357782534,0.04805116202758758,0.005218143092228567,0.012848421187044807,75.63025210084034,991.596638655462,1.7623531353061492,75.63025210084034,drive12
-1.077739972619474,0.7063513386011843,0.1691025386951519,0.09403863927954044,0.004588479292939707,0.03105639490391057,75.63025210084034,955.1820728291316,1.7840913112206582,75.63025210084034,drive12
-1.0206230983945537,0.7224147663689988,0.16145144401085887,0.01638202154218471,0.0027865451538053865,0.0022324326990540854,75.63025210084034,966.3865546218486,1.7430378647635525,75.63025210084034,drive12
